qseqid	hogid	overlap	family-score	subfamily-score	qseqlen	subfamily-medianseqlen
tr|A7EYZ0|A7EYZ0_SCLS1	HOG:D0905894.3a	1.0	0.9988474192693058	0.9988474192693058	351	354
tr|A7EYZ1|A7EYZ1_SCLS1	HOG:D0429554	1.0	0.998652495749539	0.998652495749539	356	441
tr|A7EYZ2|A7EYZ2_SCLS1	HOG:D0429163	0.4482758620689655	0.05586931759629959	0.05586931759629959	88	1354
tr|A7EYZ3|A7EYZ3_SCLS1	HOG:D0703787	0.6682464454976303	0.06764000477581958	0.06764000477581958	212	210
sp|A7EYZ4|DRE2_SCLS1	HOG:D0429343	1.0	0.9984654810256005	0.9984654810256005	351	328
tr|A7EYZ5|A7EYZ5_SCLS1	HOG:D0703711.1a.1a	0.9925373134328358	0.9918509214485739	0.9908805188175698	135	136
tr|A7EYZ6|A7EYZ6_SCLS1	HOG:D0679410.10dw.468b	1.0	0.9996674392485192	0.9996674392485192	223	253
tr|A7EYZ7|A7EYZ7_SCLS1	HOG:D0421004	1.0	0.9991935224955113	0.9991935224955113	1311	1303
tr|A7EYZ8|A7EYZ8_SCLS1	HOG:D0900128.10d.10d	0.9897260273972602	0.9894272257924872	0.9894272257924872	293	309
tr|A7EYZ9|A7EYZ9_SCLS1	HOG:D0671244.4r.35a.27b.8b	1.0	0.9999805297384549	0.9999805297384549	362	361
tr|A7EZ00|A7EZ00_SCLS1	HOG:D0671163.2b	1.0	0.9998297757121628	0.9998297757121628	501	478
tr|A7EZ01|A7EZ01_SCLS1	HOG:D0430329	0.8356940509915014	0.10238137860424991	0.003189904775810895	354	377
tr|A7EZ02|A7EZ02_SCLS1	na	na	na	na	121	na
tr|A7EZ03|A7EZ03_SCLS1	HOG:D0427070.4b	0.21621621621621623	0.09372720608362428	0.09372720608362428	38	258
tr|A7EZ04|A7EZ04_SCLS1	HOG:D0429397	1.0	0.9976393192661531	0.9976393192661531	450	521
tr|A7EZ05|A7EZ05_SCLS1	HOG:D0671299.3x	1.0	0.9989112207834902	0.9989112207834902	514	514
tr|A7EZ06|A7EZ06_SCLS1	HOG:D0436552.2a.15a	0.9827586206896551	0.9975612707150481	0.9975612707150481	407	398
tr|A7EZ07|A7EZ07_SCLS1	na	na	na	na	176	na
tr|A7EZ08|A7EZ08_SCLS1	HOG:D0417400	1.0	0.9983677509652913	0.9983677509652913	419	386
tr|A7EZ09|A7EZ09_SCLS1	HOG:D0702540.1a.1b	1.0	0.9993082532480551	0.9993082532480551	361	405
tr|A7EZ10|A7EZ10_SCLS1	HOG:D0679953.3b.8b	1.0	0.9996305593700879	0.9996305593700879	106	123
tr|A7EZ11|A7EZ11_SCLS1	HOG:D0671136.5i.20b	1.0	0.9989695705958608	0.9989695705958608	405	410
tr|A7EZ12|A7EZ12_SCLS1	HOG:D0376112	0.2809917355371901	0.10338977770858172	0.10338977770858172	122	146
tr|A7EZ13|A7EZ13_SCLS1	HOG:D0682992	1.0	0.9982632816677363	0.9982632816677363	528	599
tr|A7EZ14|A7EZ14_SCLS1	na	na	na	na	91	na
tr|A7EZ15|A7EZ15_SCLS1	na	na	na	na	109	na
tr|A7EZ16|A7EZ16_SCLS1	HOG:D0671272	1.0	0.9984243160988263	0.9984243160988263	207	329
tr|A7EZ17|A7EZ17_SCLS1	HOG:D0417272	0.9051490514905149	0.9966818961674971	0.9966818961674971	739	581
tr|A7EZ18|A7EZ18_SCLS1	HOG:D0671130.4a	1.0	0.995944559350215	0.995944559350215	282	310
tr|A7EZ19|A7EZ19_SCLS1	HOG:D0682488.3e	1.0	0.9996905833672904	0.9996905833672904	184	186
tr|A7EZ20|A7EZ20_SCLS1	HOG:D0671140.5i	1.0	0.9991561607389273	0.9991561607389273	328	333
tr|A7EZ21|A7EZ21_SCLS1	HOG:D0671428.4g.9a	1.0	0.9996327156747066	0.9996327156747066	205	202
tr|A7EZ22|A7EZ22_SCLS1	HOG:D0434400.4a	1.0	0.9967504460670281	0.9967504460670281	951	971
tr|A7EZ23|A7EZ23_SCLS1	HOG:D0430933	0.5217391304347826	0.12126777177344017	0.12126777177344017	47	1147
tr|A7EZ24|A7EZ24_SCLS1	HOG:D0433984.1a	0.7024482109227872	0.16369897823133503	0.0022343070403505047	532	610
tr|A7EZ25|A7EZ25_SCLS1	HOG:D0417285	0.5118110236220472	0.14667416101037029	0.14667416101037029	128	262
tr|A7EZ26|A7EZ26_SCLS1	HOG:D0680289.2a.4a	1.0	0.9996491504604477	0.9996491504604477	149	156
tr|A7EZ27|A7EZ27_SCLS1	na	na	na	na	67	na
tr|A7EZ28|A7EZ28_SCLS1	HOG:D0679605.7b	1.0	0.9989366503479997	0.9989366503479997	650	646
tr|A7EZ29|A7EZ29_SCLS1	HOG:D0901155.1c.2b.1b	1.0	0.9970924944488513	0.9970924944488513	1372	1347
tr|A7EZ30|A7EZ30_SCLS1	HOG:D0429578	0.23076923076923078	0.11665605543561594	0.11665605543561594	40	293
tr|A7EZ31|A7EZ31_SCLS1	HOG:D0427938.1b	1.0	0.9980549447009358	0.9980549447009358	977	1276
tr|A7EZ32|A7EZ32_SCLS1	HOG:D0704140	1.0	0.999529251852187	0.999529251852187	151	151
tr|A7EZ33|A7EZ33_SCLS1	na	na	na	na	50	na
tr|A7EZ34|A7EZ34_SCLS1	HOG:D0435790.1b.6b.11a	1.0	0.999980148301299	0.999980148301299	434	433
tr|A7EZ35|A7EZ35_SCLS1	HOG:D0683066.3b	1.0	0.9993771752855002	0.9993771752855002	235	230
tr|A7EZ36|A7EZ36_SCLS1	HOG:D0418607.3b	1.0	0.999762176475023	0.999762176475023	287	283
tr|A7EZ37|A7EZ37_SCLS1	HOG:D0422306.1b	0.5714285714285714	0.06833669945592621	0.0525981433208032	64	548
tr|A7EZ38|A7EZ38_SCLS1	na	na	na	na	2462	na
tr|A7EZ39|A7EZ39_SCLS1	na	na	na	na	108	na
tr|A7EZ40|A7EZ40_SCLS1	HOG:D0680664.9b	1.0	0.9985130847613337	0.9985130847613337	227	224
tr|A7EZ41|A7EZ41_SCLS1	HOG:D0417606	0.4742268041237113	0.17365919254536344	0.17365919254536344	98	142
tr|A7EZ42|A7EZ42_SCLS1	HOG:D0416398.1a	1.0	0.9999926795539557	0.9999926795539557	116	107
tr|A7EZ43|A7EZ43_SCLS1	HOG:D0355612	0.4142857142857143	0.06075868573473264	0.06075868573473264	71	672
tr|A7EZ44|A7EZ44_SCLS1	HOG:D0417540	0.1232876712328767	0.05642833409470481	0.05642833409470481	74	930
tr|A7EZ45|A7EZ45_SCLS1	na	na	na	na	86	na
tr|A7EZ46|A7EZ46_SCLS1	HOG:D0417598.1a	0.9967532467532467	0.999521126505543	0.999521126505543	1233	1246
tr|A7EZ47|A7EZ47_SCLS1	HOG:D0429809	0.392	0.21662396308942267	0.21662396308942267	126	78
tr|A7EZ48|A7EZ48_SCLS1	HOG:D0683266	1.0	0.99495533643462	0.99495533643462	695	667
tr|A7EZ49|A7EZ49_SCLS1	na	na	na	na	80	na
tr|A7EZ50|A7EZ50_SCLS1	na	na	na	na	98	na
tr|A7EZ51|A7EZ51_SCLS1	HOG:D0905920.2b.1b.7a.4e.12b	1.0	0.9997748768210352	0.9997748768210352	680	681
tr|A7EZ52|A7EZ52_SCLS1	HOG:D0417280	0.995	0.9959858803787479	0.9959858803787479	201	162
tr|A7EZ53|A7EZ53_SCLS1	HOG:D0426625	1.0	0.9950260736401662	0.9950260736401662	1028	1040
tr|A7EZ54|A7EZ54_SCLS1	HOG:D0680210	1.0	0.9988555830789834	0.9988555830789834	245	226
tr|A7EZ55|A7EZ55_SCLS1	HOG:D0680262.6b	1.0	0.9986260848870504	0.9986260848870504	587	661
tr|A7EZ56|A7EZ56_SCLS1	HOG:D0417623	1.0	0.9996649103171992	0.9996649103171992	527	523
tr|A7EZ57|A7EZ57_SCLS1	HOG:D0704191	1.0	0.9991139816037393	0.9991139816037393	141	136
tr|A7EZ58|A7EZ58_SCLS1	HOG:D0680223.9a.19b	1.0	0.9978547472316123	0.9978547472316123	647	660
tr|A7EZ59|A7EZ59_SCLS1	HOG:D0426411	1.0	0.9993387954853301	0.9993387954853301	181	190
tr|A7EZ60|A7EZ60_SCLS1	HOG:D0433962.4a	0.990632318501171	0.9990622551218312	0.9990622551218312	428	444
tr|A7EZ61|A7EZ61_SCLS1	HOG:D0679349.6b.18b.13a	1.0	0.9994971480305289	0.9994971480305289	111	109
tr|A7EZ62|A7EZ62_SCLS1	HOG:D0704159.1a.2a.2a	1.0	0.9997023881566326	0.9997023881566326	119	120
tr|A7EZ63|A7EZ63_SCLS1	na	na	na	na	259	na
tr|A7EZ64|A7EZ64_SCLS1	HOG:D0900304	1.0	0.998809431977292	0.998809431977292	369	355
tr|A7EZ65|A7EZ65_SCLS1	na	na	na	na	128	na
tr|A7EZ66|A7EZ66_SCLS1	na	na	na	na	320	na
tr|A7EZ67|A7EZ67_SCLS1	HOG:D0680260.10ar.113a	1.0	0.9991689257038329	0.9991689257038329	577	570
tr|A7EZ68|A7EZ68_SCLS1	na	na	na	na	627	na
tr|A7EZ69|A7EZ69_SCLS1	HOG:D0680976.5a.12a	1.0	0.9979482668371968	0.9979482668371968	770	803
tr|A7EZ70|A7EZ70_SCLS1	na	na	na	na	1381	na
sp|A7EZ71|STS1_SCLS1	HOG:D0434476	1.0	0.9991327904503523	0.9991327904503523	306	311
tr|A7EZ72|A7EZ72_SCLS1	HOG:D0426760.2a	0.8820422535211268	0.9999036368037388	0.9999036368037388	569	572
tr|A7EZ73|A7EZ73_SCLS1	HOG:D0671420	1.0	0.9985162517531894	0.9985162517531894	319	312
tr|A7EZ74|A7EZ74_SCLS1	HOG:D0704178	1.0	0.9988965981701571	0.9988965981701571	295	284
tr|A7EZ75|A7EZ75_SCLS1	HOG:D0429657.1b	0.38235294117647056	0.13721923805982622	0.13721923805982622	35	261
tr|A7EZ76|A7EZ76_SCLS1	HOG:D0679729.2b	1.0	0.9991605907541291	0.9991605907541291	390	387
tr|A7EZ77|A7EZ77_SCLS1	HOG:D0900418.1a.6b.13a	1.0	0.9999393493976673	0.9999393493976673	456	456
tr|A7EZ78|A7EZ78_SCLS1	na	na	na	na	70	na
tr|A7EZ79|A7EZ79_SCLS1	na	na	na	na	219	na
tr|A7EZ80|A7EZ80_SCLS1	HOG:D0671723.9a	1.0	0.9968154736520937	0.9968154736520937	336	368
tr|A7EZ81|A7EZ81_SCLS1	HOG:D0671119.5f	1.0	0.9998186240947174	0.9998186240947174	159	157
tr|A7EZ82|A7EZ82_SCLS1	HOG:D0682440.5b.8a	1.0	0.9990419393467701	0.9990419393467701	582	575
tr|A7EZ83|A7EZ83_SCLS1	HOG:D0671230.4ae.36a	0.16981132075471697	0.08277633056143736	0.08277633056143736	54	491
tr|A7EZ84|A7EZ84_SCLS1	HOG:D0683032.6a.8b	1.0	0.9992230519716757	0.9992230519716757	284	284
tr|A7EZ85|A7EZ85_SCLS1	HOG:D0417371	0.7364864864864865	0.29319681329689545	0.29319681329689545	149	299
sp|A7EZ86|MAP2_SCLS1	HOG:D0679923.6c.16b	1.0	0.9986642884916224	0.9986642884916224	447	442
tr|A7EZ87|A7EZ87_SCLS1	na	na	na	na	172	na
tr|A7EZ88|A7EZ88_SCLS1	na	na	na	na	101	na
tr|A7EZ89|A7EZ89_SCLS1	HOG:D0900046	1.0	0.998869634153672	0.998869634153672	446	440
tr|A7EZ90|A7EZ90_SCLS1	na	na	na	na	136	na
tr|A7EZ91|A7EZ91_SCLS1	na	na	na	na	108	na
tr|A7EZ92|A7EZ92_SCLS1	HOG:D0429559	0.7195121951219512	0.06036651392399326	0.06036651392399326	83	745
tr|A7EZ93|A7EZ93_SCLS1	na	na	na	na	108	na
tr|A7EZ94|A7EZ94_SCLS1	HOG:D0688935.2a	1.0	0.9996435100988296	0.9996435100988296	417	386
tr|A7EZ95|A7EZ95_SCLS1	HOG:D0680882.4b	1.0	0.9978473867879165	0.9978473867879165	453	451
tr|A7EZ96|A7EZ96_SCLS1	HOG:D0417595.1a	0.9970501474926253	0.9984627528911187	0.9984627528911187	1357	1153
tr|A7EZ97|A7EZ97_SCLS1	HOG:D0415648	1.0	0.9990681239897908	0.9990681239897908	649	698
tr|A7EZ98|A7EZ98_SCLS1	HOG:D0679947.9a.6c.21a.1b	1.0	0.9999236384380684	0.9999236384380684	371	402
tr|A7EZ99|A7EZ99_SCLS1	HOG:D0436566	0.22413793103448276	0.06758169508488811	0.06758169508488811	59	1944
tr|A7EZA0|A7EZA0_SCLS1	na	na	na	na	166	na
tr|A7EZA1|A7EZA1_SCLS1	HOG:D0429977	0.42028985507246375	0.07535935217420608	0.07535935217420608	70	930
tr|A7EZA2|A7EZA2_SCLS1	HOG:D0435881.1b	0.4098360655737705	0.053707859845627905	0.014621593503589162	62	4905
tr|A7EZA3|A7EZA3_SCLS1	HOG:D0418053	0.16981132075471697	0.08157503958687402	0.08157503958687402	54	422
tr|A7EZA4|A7EZA4_SCLS1	na	na	na	na	287	na
tr|A7EZA5|A7EZA5_SCLS1	na	na	na	na	281	na
tr|A7EZA6|A7EZA6_SCLS1	na	na	na	na	370	na
tr|A7EZA7|A7EZA7_SCLS1	na	na	na	na	163	na
tr|A7EZA8|A7EZA8_SCLS1	HOG:D0900134.2a.16a.58h.67b	1.0	0.9987046080430332	0.9986394108504563	491	471
tr|A7EZA9|A7EZA9_SCLS1	na	na	na	na	218	na
tr|A7EZB0|A7EZB0_SCLS1	HOG:D0671109.5eq	0.9178082191780822	0.9997777369064771	0.9997777369064771	293	281
tr|A7EZB1|A7EZB1_SCLS1	HOG:D0432005	0.5609756097560976	0.05162478177139716	0.026635211123172294	83	371
tr|A7EZB2|A7EZB2_SCLS1	HOG:D0417067	0.749185667752443	0.06571031364412028	0.010507159681032297	308	341
tr|A7EZB3|A7EZB3_SCLS1	na	na	na	na	92	na
tr|A7EZB4|A7EZB4_SCLS1	HOG:D0902218.2a.6a	1.0	0.9991004077604081	0.9991004077604081	376	369
tr|A7EZB5|A7EZB5_SCLS1	HOG:D0900125.1b.2c.5a	1.0	0.9996225176212981	0.9996225176212981	518	510
tr|A7EZB6|A7EZB6_SCLS1	HOG:D0901323.5g	1.0	0.9994867572233591	0.9994867572233591	426	407
tr|A7EZB7|A7EZB7_SCLS1	HOG:D0429601.2b	1.0	0.9999430917629066	0.9999430917629066	642	719
tr|A7EZB8|A7EZB8_SCLS1	HOG:D0679668.8d.32b	0.22857142857142856	0.09964661925736265	0.09964661925736265	36	353
tr|A7EZB9|A7EZB9_SCLS1	na	na	na	na	241	na
tr|A7EZC0|A7EZC0_SCLS1	na	na	na	na	304	na
tr|A7EZC1|A7EZC1_SCLS1	HOG:D0392173	1.0	0.45362878686879204	0.45362878686879204	114	487
tr|A7EZC2|A7EZC2_SCLS1	HOG:D0392173	0.8804347826086957	0.2528445407905384	0.2528445407905384	93	487
tr|A7EZC3|A7EZC3_SCLS1	na	na	na	na	149	na
tr|A7EZC4|A7EZC4_SCLS1	HOG:D0430511.1c	1.0	0.9995285197520116	0.9995285197520116	646	645
tr|A7EZC5|A7EZC5_SCLS1	na	na	na	na	167	na
tr|A7EZC6|A7EZC6_SCLS1	HOG:D0426306	0.8826666666666667	0.5465508605003618	0.005704817931804615	376	925
tr|A7EZC7|A7EZC7_SCLS1	HOG:D0421998	0.12359550561797752	0.07106737192486004	0.07106737192486004	90	526
tr|A7EZC8|A7EZC8_SCLS1	HOG:D0900231.2b	0.21666666666666667	0.07205063643210127	0.07205063643210127	61	367
tr|A7EZC9|A7EZC9_SCLS1	HOG:D0415464	1.0	0.9996821428260243	0.9996821428260243	188	163
tr|A7EZD0|A7EZD0_SCLS1	HOG:D0682507.2a	1.0	0.9996588219444914	0.9996588219444914	341	342
tr|A7EZD1|A7EZD1_SCLS1	HOG:D0431487.1a	0.9356846473029046	0.332476532893627	0.03339691768923567	483	372
tr|A7EZD2|A7EZD2_SCLS1	na	na	na	na	68	na
tr|A7EZD3|A7EZD3_SCLS1	na	na	na	na	495	na
tr|A7EZD4|A7EZD4_SCLS1	na	na	na	na	164	na
tr|A7EZD5|A7EZD5_SCLS1	HOG:D0433102	1.0	0.999305662770361	0.999305662770361	230	225
tr|A7EZD6|A7EZD6_SCLS1	HOG:D0434431.1b	0.17857142857142858	0.08952370313806525	0.08952370313806525	57	1752
tr|A7EZD7|A7EZD7_SCLS1	HOG:D0680913.2a	1.0	0.993406808447023	0.993406808447023	2089	2077
tr|A7EZD8|A7EZD8_SCLS1	HOG:D0426645.1a	1.0	0.9979568223244148	0.9979568223244148	1192	1114
tr|A7EZD9|A7EZD9_SCLS1	HOG:D0680009.4c	1.0	0.9990330584979907	0.9990330584979907	317	311
tr|A7EZE0|A7EZE0_SCLS1	HOG:D0418357.2a	0.6561679790026247	0.9995789563075297	0.9995789563075297	382	378
tr|A7EZE1|A7EZE1_SCLS1	HOG:D0671454	0.994016454749439	0.993825095516995	0.993825095516995	1338	1334
tr|A7EZE2|A7EZE2_SCLS1	na	na	na	na	155	na
tr|A7EZE3|A7EZE3_SCLS1	na	na	na	na	314	na
tr|A7EZE4|A7EZE4_SCLS1	HOG:D0417891.3b	1.0	0.9998276090590582	0.9998276090590582	703	733
tr|A7EZE5|A7EZE5_SCLS1	HOG:D0672005.1a	0.9734513274336283	0.9952200003029488	0.9952200003029488	905	888
tr|A7EZE6|A7EZE6_SCLS1	HOG:D0433927.5b	0.9997603068072867	0.9809264473378944	0.9809264473378944	4173	4022
tr|A7EZE7|A7EZE7_SCLS1	HOG:D0393562.3ai	0.7837837837837838	0.3424768254761879	0.05999947373858078	149	550
tr|A7EZE8|A7EZE8_SCLS1	HOG:D0427254.2a.1a	0.9842615012106537	0.9999420944380096	0.9999420944380096	827	826
tr|A7EZE9|A7EZE9_SCLS1	na	na	na	na	292	na
tr|A7EZF0|A7EZF0_SCLS1	HOG:D0427254.2a.1d	0.9873949579831933	0.08145407252507356	0.08145407252507356	239	979
tr|A7EZF1|A7EZF1_SCLS1	na	na	na	na	69	na
tr|A7EZF2|A7EZF2_SCLS1	na	na	na	na	98	na
tr|A7EZF3|A7EZF3_SCLS1	HOG:D0680666.3a	0.6086956521739131	0.09026338246583399	0.09026338246583399	70	779
tr|A7EZF4|A7EZF4_SCLS1	HOG:D0671412.4a	1.0	0.9957422273116274	0.9957422273116274	661	776
tr|A7EZF5|A7EZF5_SCLS1	HOG:D0427105	1.0	0.9982734764912543	0.9982734764912543	356	396
tr|A7EZF6|A7EZF6_SCLS1	na	na	na	na	105	na
tr|A7EZF7|A7EZF7_SCLS1	HOG:D0679718.10g.78c.53a	1.0	0.998812613036756	0.998812613036756	385	470
tr|A7EZF8|A7EZF8_SCLS1	na	na	na	na	1202	na
tr|A7EZF9|A7EZF9_SCLS1	na	na	na	na	78	na
tr|A7EZG0|A7EZG0_SCLS1	HOG:D0435191.1a	1.0	0.9993287668709786	0.9993287668709786	282	285
tr|A7EZG1|A7EZG1_SCLS1	HOG:D0427290.2c	0.8426966292134831	0.9998372813952334	0.9998372813952334	624	620
tr|A7EZG2|A7EZG2_SCLS1	HOG:D0900013.10b.11b	1.0	0.9981444832941896	0.9981444832941896	1047	1125
tr|A7EZG3|A7EZG3_SCLS1	HOG:D0416053.1a	1.0	0.9999897183351942	0.9999897183351942	111	125
tr|A7EZG4|A7EZG4_SCLS1	HOG:D0679768.10a.25a	1.0	0.9994567169632108	0.9994567169632108	188	187
tr|A7EZG5|A7EZG5_SCLS1	HOG:D0704053.1a.1b	1.0	0.9998104574785679	0.9998104574785679	205	203
tr|A7EZG6|A7EZG6_SCLS1	HOG:D0681568	1.0	0.9998668911018661	0.9998668911018661	82	84
tr|A7EZG7|A7EZG7_SCLS1	na	na	na	na	284	na
tr|A7EZG8|A7EZG8_SCLS1	na	na	na	na	76	na
tr|A7EZG9|A7EZG9_SCLS1	na	na	na	na	97	na
tr|A7EZH0|A7EZH0_SCLS1	HOG:D0428067.1b	0.15384615384615385	0.06368917897393346	0.022125468637348735	53	345
tr|A7EZH1|A7EZH1_SCLS1	HOG:D0687635	0.7560975609756098	0.12432605604966601	0.12432605604966601	42	4917
tr|A7EZH2|A7EZH2_SCLS1	HOG:D0680103.5h	1.0	0.9997747769973	0.9997747769973	205	202
tr|A7EZH3|A7EZH3_SCLS1	HOG:D0411833	0.8184931506849316	0.07620548504779454	0.014837891791122777	293	262
tr|A7EZH4|A7EZH4_SCLS1	HOG:D0435024.1a	1.0	0.9999457280874073	0.9999457280874073	216	185
tr|A7EZH5|A7EZH5_SCLS1	na	na	na	na	397	na
tr|A7EZH6|A7EZH6_SCLS1	na	na	na	na	105	na
tr|A7EZH7|A7EZH7_SCLS1	HOG:D0429203	0.6842105263157895	0.08062888856527939	0.08062888856527939	77	891
tr|A7EZH8|A7EZH8_SCLS1	HOG:D0905923.1a.5a.9b	1.0	0.9991137997980856	0.9991137997980856	451	451
tr|A7EZH9|A7EZH9_SCLS1	na	na	na	na	360	na
tr|A7EZI0|A7EZI0_SCLS1	HOG:D0679438.10a.18b	1.0	0.9980932298227867	0.9980932298227867	699	709
tr|A7EZI1|A7EZI1_SCLS1	na	na	na	na	72	na
tr|A7EZI2|A7EZI2_SCLS1	na	na	na	na	793	na
tr|A7EZI3|A7EZI3_SCLS1	HOG:D0686049.2b	0.24324324324324326	0.12370926026940332	0.12370926026940332	38	396
tr|A7EZI4|A7EZI4_SCLS1	na	na	na	na	176	na
tr|A7EZI5|A7EZI5_SCLS1	HOG:D0426308	1.0	0.9995776661229501	0.9995776661229501	167	153
tr|A7EZI6|A7EZI6_SCLS1	HOG:D0680157.6c	1.0	0.999749812425881	0.999749812425881	240	237
tr|A7EZI7|A7EZI7_SCLS1	HOG:D0899976.1a.10h.17a.15b.35b	1.0	0.9998885133340208	0.9998885133340208	322	320
tr|A7EZI8|A7EZI8_SCLS1	na	na	na	na	538	na
tr|A7EZI9|A7EZI9_SCLS1	na	na	na	na	46	na
tr|A7EZJ0|A7EZJ0_SCLS1	HOG:D0679819.9p.42d.21b	0.9541284403669725	0.5114199520888715	0.4721938758273569	328	485
tr|A7EZJ1|A7EZJ1_SCLS1	HOG:D0417372	1.0	0.996956098591059	0.996956098591059	925	972
tr|A7EZJ2|A7EZJ2_SCLS1	HOG:D0413125	0.1702127659574468	0.07112241297192626	0.07112241297192626	48	449
tr|A7EZJ3|A7EZJ3_SCLS1	HOG:D0415428	0.9644012944983819	0.8046791417407212	0.8046791417407212	310	664
tr|A7EZJ4|A7EZJ4_SCLS1	na	na	na	na	1233	na
sp|A7EZJ5|CIAO1_SCLS1	HOG:D0671322.5h	1.0	0.9979927318930522	0.9979927318930522	453	441
tr|A7EZJ6|A7EZJ6_SCLS1	na	na	na	na	322	na
tr|A7EZJ7|A7EZJ7_SCLS1	HOG:D0417404	1.0	0.9982448230255462	0.9982448230255462	813	659
tr|A7EZJ8|A7EZJ8_SCLS1	HOG:D0413030.3e	0.25806451612903225	0.11536210473634054	0.11536210473634054	32	318
tr|A7EZJ9|A7EZJ9_SCLS1	HOG:D0679387.10i.38k	0.11940298507462686	0.05198950310197353	0.01799525676611457	68	1490
tr|A7EZK0|A7EZK0_SCLS1	na	na	na	na	132	na
tr|A7EZK1|A7EZK1_SCLS1	na	na	na	na	578	na
tr|A7EZK2|A7EZK2_SCLS1	HOG:D0900153.1i.3b.22b.24b	1.0	0.9999336245159572	0.9999336245159572	146	145
tr|A7EZK3|A7EZK3_SCLS1	HOG:D0417649.1b	1.0	0.9999306439189812	0.9999306439189812	282	281
tr|A7EZK4|A7EZK4_SCLS1	HOG:D0679570.1a	0.5818181818181818	0.5398727794995796	0.5398727794995796	56	72
tr|A7EZK5|A7EZK5_SCLS1	HOG:D0417004	1.0	0.9996967834417966	0.9996967834417966	142	163
tr|A7EZK6|A7EZK6_SCLS1	HOG:D0427943	0.9859154929577465	0.9984292291681296	0.9984292291681296	498	449
tr|A7EZK7|A7EZK7_SCLS1	HOG:D0417012.1a	1.0	0.9997255603031041	0.9997255603031041	345	288
tr|A7EZK8|A7EZK8_SCLS1	HOG:D0906308	1.0	0.9986044491031693	0.9986044491031693	388	357
tr|A7EZK9|A7EZK9_SCLS1	HOG:D0679484.4a.10a	1.0	0.9982318116648673	0.9982318116648673	1087	1117
tr|A7EZL0|A7EZL0_SCLS1	HOG:D0417326	1.0	0.9987348387809972	0.9987348387809972	281	262
tr|A7EZL1|A7EZL1_SCLS1	HOG:D0354301	0.9212598425196851	0.07286978158515423	0.00431600050026473	255	817
tr|A7EZL2|A7EZL2_SCLS1	HOG:D0428048	0.03225806451612903	0.05822057430496141	0.05822057430496141	187	496
tr|A7EZL3|A7EZL3_SCLS1	na	na	na	na	414	na
tr|A7EZL4|A7EZL4_SCLS1	na	na	na	na	111	na
tr|A7EZL5|A7EZL5_SCLS1	HOG:D0393552	0.7626112759643917	0.7531631699091278	0.7531631699091278	675	975
tr|A7EZL6|A7EZL6_SCLS1	HOG:D0417324	0.9935064935064936	0.9994137870459462	0.9994137870459462	155	157
tr|A7EZL7|A7EZL7_SCLS1	na	na	na	na	68	na
tr|A7EZL8|A7EZL8_SCLS1	na	na	na	na	133	na
tr|A7EZL9|A7EZL9_SCLS1	na	na	na	na	766	na
tr|A7EZM0|A7EZM0_SCLS1	HOG:D0429367.1a	1.0	0.9992771423332422	0.9992771423332422	443	452
tr|A7EZM1|A7EZM1_SCLS1	HOG:D0672901	1.0	0.9941760520705345	0.9941760520705345	1016	976
tr|A7EZM2|A7EZM2_SCLS1	HOG:D0375831	0.2	0.06659612996188603	0.06659612996188603	36	537
tr|A7EZM3|A7EZM3_SCLS1	HOG:D0680573	0.9985795454545454	0.9937550321253851	0.9937550321253851	1409	1417
tr|A7EZM4|A7EZM4_SCLS1	HOG:D0426936	0.12087912087912088	0.06306620746230561	0.06306620746230561	92	1332
tr|A7EZM5|A7EZM5_SCLS1	HOG:D0427104	1.0	0.9988509587122346	0.9988509587122346	519	516
tr|A7EZM6|A7EZM6_SCLS1	na	na	na	na	143	na
tr|A7EZM7|A7EZM7_SCLS1	HOG:D0418727	0.1506849315068493	0.07278122606702601	0.07278122606702601	74	213
tr|A7EZM8|A7EZM8_SCLS1	HOG:D0690088	1.0	0.9994106078472116	0.9994106078472116	183	241
tr|A7EZM9|A7EZM9_SCLS1	HOG:D0677629.1a.3b	0.9801587301587301	0.9995833199816402	0.9995833199816402	505	498
tr|A7EZN0|A7EZN0_SCLS1	HOG:D0426535	1.0	0.9993655338309957	0.9993655338309957	214	202
tr|A7EZN1|A7EZN1_SCLS1	HOG:D0411595	0.42996742671009774	0.10901083260910327	0.10901083260910327	308	387
tr|A7EZN2|A7EZN2_SCLS1	HOG:D0679572.5a.4a	1.0	0.9982691724454825	0.9982691724454825	539	528
tr|A7EZN3|A7EZN3_SCLS1	na	na	na	na	120	na
tr|A7EZN4|A7EZN4_SCLS1	HOG:D0417248	0.26666666666666666	0.05659925211057747	0.05659925211057747	91	1236
tr|A7EZN5|A7EZN5_SCLS1	na	na	na	na	690	na
tr|A7EZN6|A7EZN6_SCLS1	HOG:D0671244.4ad.48b.44b.12a	1.0	0.9999778544357751	0.9999778544357751	334	333
tr|A7EZN7|A7EZN7_SCLS1	HOG:D0680723.5c.7b	1.0	0.9983285227637746	0.9983285227637746	329	353
tr|A7EZN8|A7EZN8_SCLS1	HOG:D0703602.1a.1a.3b	0.7672955974842768	0.32462970744190633	0.32462970744190633	160	321
tr|A7EZN9|A7EZN9_SCLS1	HOG:D0703602.1a.1a.3b	1.0	0.33853988488022485	0.3222795640151283	130	321
tr|A7EZP0|A7EZP0_SCLS1	HOG:D0426982	1.0	0.9998265864099752	0.9998265864099752	97	95
